Date,Rep,Compound,Dilution,Wells,Perimeter,Middle,% in wells,
12/15/16,2,Ethyl Propionate,10^-3,5,5,5,33.33%,
12/15/16,2,Ethyl Propionate,10^-3,3,6,6,20.00%,
12/15/16,2,Ethyl Propionate,10^-3,2,5,8,13.33%,
12/15/16,2,Ethyl Propionate,10^-2,4,10,1,26.67%,
12/15/16,2,Ethyl Propionate,10^-2,6,1,8,40.00%,
12/15/16,2,Ethyl Propionate,10^-2,3,5,7,20.00%,
12/15/16,2,Ethyl Propionate,10^-1,8,4,3,53.33%,
12/15/16,2,Ethyl Propionate,10^-1,6,7,2,40.00%,
12/15/16,2,Ethyl Propionate,10^-1,10,3,2,66.67%,
12/15/16,2,Ethyl Propionate,1,3,8,4,20.00%,
12/15/16,2,Ethyl Propionate,1,2,11,2,13.33%,
12/15/16,2,Ethyl Propionate,1,5,9,1,33.33%,
12/19/16,3,Ethyl Propionate,0,1,10,4,6.67%,
12/19/16,3,Ethyl Propionate,0,5,7,3,33.33%,
12/19/16,3,Ethyl Propionate,0,1,5,9,6.67%,
12/19/16,3,Ethyl Propionate,10^-5,2,3,10,13.33%,
12/19/16,3,Ethyl Propionate,10^-5,4,6,5,26.67%,
12/19/16,3,Ethyl Propionate,10^-5,1,7,7,6.67%,
12/19/16,3,Ethyl Propionate,10^-4,3,3,9,20.00%,
12/19/16,3,Ethyl Propionate,10^-4,1,6,8,6.67%,
12/19/16,3,Ethyl Propionate,10^-4,3,3,9,20.00%,
12/19/16,3,Ethyl Propionate,10^-3,1,3,11,6.67%,
12/19/16,3,Ethyl Propionate,10^-3,2,7,6,13.33%,
12/19/16,3,Ethyl Propionate,10^-3,4,3,8,26.67%,
12/19/16,3,Ethyl Propionate,10^-2,3,5,7,20.00%,
12/19/16,3,Ethyl Propionate,10^-2,3,7,5,20.00%,
12/19/16,3,Ethyl Propionate,10^-2,3,4,8,20.00%,
12/19/16,3,Ethyl Propionate,10^-1,6,6,3,40.00%,
12/19/16,3,Ethyl Propionate,10^-1,5,5,5,33.33%,
12/19/16,3,Ethyl Propionate,10^-1,7,5,3,46.67%,
12/19/16,3,Ethyl Propionate,1,3,3,9,20.00%,
12/19/16,3,Ethyl Propionate,1,9,6,0,60.00%,
12/19/16,3,Ethyl Propionate,1,4,9,2,26.67%,
12/20/16,1,Butyl Propionate,0,3,7,5,20.00%,
12/20/16,1,Butyl Propionate,0,1,6,8,6.67%,
12/20/16,1,Butyl Propionate,0,1,11,3,6.67%,
12/20/16,1,Butyl Propionate,10^-5,1,5,9,6.67%,
12/20/16,1,Butyl Propionate,10^-5,4,10,1,26.67%,
12/20/16,1,Butyl Propionate,10^-5,4,6,5,26.67%,
12/20/16,1,Butyl Propionate,10^-4,1,7,7,6.67%,
12/20/16,1,Butyl Propionate,10^-4,7,3,5,46.67%,
12/20/16,1,Butyl Propionate,10^-4,3,5,7,20.00%,
12/20/16,1,Butyl Propionate,10^-3,1,6,8,6.67%,
12/20/16,1,Butyl Propionate,10^-3,3,6,6,20.00%,
12/20/16,1,Butyl Propionate,10^-3,2,3,10,13.33%,
12/20/16,1,Butyl Propionate,10^-2,4,10,1,26.67%,
12/20/16,1,Butyl Propionate,10^-2,3,9,3,20.00%,
12/20/16,1,Butyl Propionate,10^-2,2,6,7,13.33%,
12/20/16,1,Butyl Propionate,10^-1,4,6,5,26.67%,
12/20/16,1,Butyl Propionate,10^-1,6,9,0,40.00%,
12/20/16,1,Butyl Propionate,10^-1,4,5,6,26.67%,
12/20/16,1,Butyl Propionate,1,2,8,5,13.33%,
12/20/16,1,Butyl Propionate,1,10,4,1,66.67%,
12/20/16,1,Butyl Propionate,1,1,11,3,6.67%,
12/21/16,2,Butyl Propionate,0,5,6,4,33.33%,
12/21/16,2,Butyl Propionate,0,1,14,0,6.67%,
12/21/16,2,Butyl Propionate,0,1,9,5,6.67%,
12/21/16,2,Butyl Propionate,10^-5,3,10,2,20.00%,
12/21/16,2,Butyl Propionate,10^-5,3,8,4,20.00%,
12/21/16,2,Butyl Propionate,10^-5,7,4,4,46.67%,
12/21/16,2,Butyl Propionate,10^-4,0,8,7,0.00%,
12/21/16,2,Butyl Propionate,10^-4,5,8,2,33.33%,
12/21/16,2,Butyl Propionate,10^-4,7,8,0,46.67%,
12/21/16,2,Butyl Propionate,10^-3,4,11,0,26.67%,
12/21/16,2,Butyl Propionate,10^-3,4,9,2,26.67%,
12/21/16,2,Butyl Propionate,10^-3,7,4,4,46.67%,
12/21/16,2,Butyl Propionate,10^-2,5,8,2,33.33%,
12/21/16,2,Butyl Propionate,10^-2,6,8,1,40.00%,
12/21/16,2,Butyl Propionate,10^-2,8,7,0,53.33%,
12/21/16,2,Butyl Propionate,10^-1,4,8,3,26.67%,
12/21/16,2,Butyl Propionate,10^-1,7,6,2,46.67%,
12/21/16,2,Butyl Propionate,10^-1,10,5,0,66.67%,
12/21/16,2,Butyl Propionate,1,6,5,4,40.00%,
12/21/16,2,Butyl Propionate,1,5,8,2,33.33%,
12/21/16,2,Butyl Propionate,1,2,10,3,13.33%,
12/22/16,3,Butyl Propionate,0,3,8,4,20.00%,
12/22/16,3,Butyl Propionate,0,7,5,3,46.67%,
12/22/16,3,Butyl Propionate,0,7,8,0,46.67%,
12/22/16,3,Butyl Propionate,10^-5,4,9,2,26.67%,
12/22/16,3,Butyl Propionate,10^-5,4,9,2,26.67%,
12/22/16,3,Butyl Propionate,10^-5,6,8,1,40.00%,
12/22/16,3,Butyl Propionate,10^-4,2,8,5,13.33%,
12/22/16,3,Butyl Propionate,10^-4,2,11,2,13.33%,
12/22/16,3,Butyl Propionate,10^-4,4,4,7,26.67%,
12/22/16,3,Butyl Propionate,10^-3,1,13,1,6.67%,
12/22/16,3,Butyl Propionate,10^-3,6,5,4,40.00%,
12/22/16,3,Butyl Propionate,10^-3,5,10,0,33.33%,
12/22/16,3,Butyl Propionate,10^-2,5,9,1,33.33%,
12/22/16,3,Butyl Propionate,10^-2,6,5,4,40.00%,
12/22/16,3,Butyl Propionate,10^-2,4,5,6,26.67%,
12/22/16,3,Butyl Propionate,10^-1,8,5,2,53.33%,
12/22/16,3,Butyl Propionate,10^-1,7,5,3,46.67%,
12/22/16,3,Butyl Propionate,10^-1,5,9,1,33.33%,
12/22/16,3,Butyl Propionate,1,5,7,3,33.33%,
12/22/16,3,Butyl Propionate,1,5,7,3,33.33%,
12/22/16,3,Butyl Propionate,1,8,6,1,53.33%,
1/11/17,1,Pentyl Propionate,0,2,12,1,13.33%,
1/11/17,1,Pentyl Propionate,0,5,5,5,33.33%,
1/11/17,1,Pentyl Propionate,0,3,8,4,20.00%,
1/11/17,1,Pentyl Propionate,10^-5,5,8,2,33.33%,
1/11/17,1,Pentyl Propionate,10^-5,4,5,6,26.67%,
1/11/17,1,Pentyl Propionate,10^-5,3,11,1,20.00%,
1/11/17,1,Pentyl Propionate,10^-4,5,6,4,33.33%,
1/11/17,1,Pentyl Propionate,10^-4,2,2,11,13.33%,
1/11/17,1,Pentyl Propionate,10^-4,3,3,9,20.00%,
1/11/17,1,Pentyl Propionate,10^-3,2,8,5,13.33%,
1/11/17,1,Pentyl Propionate,10^-3,3,5,7,20.00%,
1/11/17,1,Pentyl Propionate,10^-3,9,3,3,60.00%,
1/11/17,1,Pentyl Propionate,10^-2,4,10,1,26.67%,
1/11/17,1,Pentyl Propionate,10^-2,8,5,2,53.33%,
1/11/17,1,Pentyl Propionate,10^-2,6,6,3,40.00%,
1/11/17,1,Pentyl Propionate,10^-1,6,6,3,40.00%,
1/11/17,1,Pentyl Propionate,10^-1,9,0,6,60.00%,
1/11/17,1,Pentyl Propionate,10^-1,10,2,3,66.67%,
1/11/17,1,Pentyl Propionate,1,5,6,4,33.33%,
1/11/17,1,Pentyl Propionate,1,3,12,0,20.00%,
1/11/17,1,Pentyl Propionate,1,8,2,5,53.33%,
1/18/17,2,Pentyl Propionate,0,2,11,2,13.33%,
1/18/17,2,Pentyl Propionate,0,3,10,2,20.00%,
1/18/17,2,Pentyl Propionate,0,9,4,2,60.00%,
1/18/17,2,Pentyl Propionate,10^-5,10,3,2,66.67%,
1/18/17,2,Pentyl Propionate,10^-5,5,10,0,33.33%,
1/18/17,2,Pentyl Propionate,10^-5,5,4,6,33.33%,
1/18/17,2,Pentyl Propionate,10^-4,5,5,5,33.33%,
1/18/17,2,Pentyl Propionate,10^-4,2,11,2,13.33%,
1/18/17,2,Pentyl Propionate,10^-4,5,5,5,33.33%,
1/18/17,2,Pentyl Propionate,10^-3,4,7,4,26.67%,
1/18/17,2,Pentyl Propionate,10^-3,6,8,1,40.00%,
1/18/17,2,Pentyl Propionate,10^-3,3,6,6,20.00%,
1/18/17,2,Pentyl Propionate,10^-2,6,5,4,40.00%,
1/18/17,2,Pentyl Propionate,10^-2,2,10,3,13.33%,
1/18/17,2,Pentyl Propionate,10^-2,11,3,1,73.33%,
1/18/17,2,Pentyl Propionate,10^-1,11,4,0,73.33%,
1/18/17,2,Pentyl Propionate,10^-1,8,3,4,53.33%,
1/18/17,2,Pentyl Propionate,10^-1,10,5,0,66.67%,
1/18/17,2,Pentyl Propionate,1,8,6,1,53.33%,
1/18/17,2,Pentyl Propionate,1,10,4,1,66.67%,
1/18/17,2,Pentyl Propionate,1,8,4,3,53.33%,
1/19/17,3,Pentyl Propionate,0,2,6,7,13.33%,
1/19/17,3,Pentyl Propionate,0,3,9,3,20.00%,
1/19/17,3,Pentyl Propionate,0,2,9,4,13.33%,
1/19/17,3,Pentyl Propionate,10^-5,0,15,0,0.00%,
1/19/17,3,Pentyl Propionate,10^-5,4,6,5,26.67%,
1/19/17,3,Pentyl Propionate,10^-5,1,9,5,6.67%,
1/19/17,3,Pentyl Propionate,10^-4,3,3,9,20.00%,
1/19/17,3,Pentyl Propionate,10^-4,3,11,1,20.00%,
1/19/17,3,Pentyl Propionate,10^-4,2,6,7,13.33%,
1/19/17,3,Pentyl Propionate,10^-3,4,8,3,26.67%,
1/19/17,3,Pentyl Propionate,10^-3,1,9,5,6.67%,
1/19/17,3,Pentyl Propionate,10^-3,4,10,1,26.67%,
1/19/17,3,Pentyl Propionate,10^-2,5,6,4,33.33%,
1/19/17,3,Pentyl Propionate,10^-2,6,4,5,40.00%,
1/19/17,3,Pentyl Propionate,10^-2,4,10,1,26.67%,
1/19/17,3,Pentyl Propionate,10^-1,1,3,11,6.67%,
1/19/17,3,Pentyl Propionate,10^-1,8,6,1,53.33%,
1/19/17,3,Pentyl Propionate,10^-1,12,3,0,80.00%,
1/19/17,3,Pentyl Propionate,1,4,7,4,26.67%,
1/19/17,3,Pentyl Propionate,1,7,8,0,46.67%,
1/19/17,3,Pentyl Propionate,1,2,13,0,13.33%,
1/23/17,4,Pentyl Propionate,0,4,8,3,26.67%,
1/23/17,4,Pentyl Propionate,0,3,10,2,20.00%,
1/23/17,4,Pentyl Propionate,0,4,9,2,26.67%,
1/23/17,4,Pentyl Propionate,10^-5,7,8,0,46.67%,
1/23/17,4,Pentyl Propionate,10^-5,2,9,4,13.33%,
1/23/17,4,Pentyl Propionate,10^-5,4,1,10,26.67%,
1/23/17,4,Pentyl Propionate,10^-4,2,8,5,13.33%,
1/23/17,4,Pentyl Propionate,10^-4,3,11,1,20.00%,
1/23/17,4,Pentyl Propionate,10^-4,1,10,4,6.67%,
1/23/17,4,Pentyl Propionate,10^-3,1,12,2,6.67%,
1/23/17,4,Pentyl Propionate,10^-3,3,6,6,20.00%,
1/23/17,4,Pentyl Propionate,10^-3,1,7,7,6.67%,
1/23/17,4,Pentyl Propionate,10^-2,4,9,2,26.67%,
1/23/17,4,Pentyl Propionate,10^-2,1,10,4,6.67%,
1/23/17,4,Pentyl Propionate,10^-2,4,7,4,26.67%,
1/23/17,4,Pentyl Propionate,10^-1,6,8,1,40.00%,
1/23/17,4,Pentyl Propionate,10^-1,6,8,1,40.00%,
1/23/17,4,Pentyl Propionate,10^-1,7,7,1,46.67%,
1/23/17,4,Pentyl Propionate,1,6,6,3,40.00%,
1/23/17,4,Pentyl Propionate,1,4,9,2,26.67%,
1/23/17,4,Pentyl Propionate,1,13,1,1,86.67%,
1/25/17,1,Propyl Propionate,0,10,3,2,66.67%,
1/25/17,1,Propyl Propionate,0,1,0,14,6.67%,
1/25/17,1,Propyl Propionate,0,8,6,1,53.33%,
1/25/17,1,Propyl Propionate,10^-5,5,3,7,33.33%,
1/25/17,1,Propyl Propionate,10^-5,1,8,6,6.67%,
1/25/17,1,Propyl Propionate,10^-5,8,5,2,53.33%,
1/25/17,1,Propyl Propionate,10^-4,3,8,4,20.00%,
1/25/17,1,Propyl Propionate,10^-4,4,6,5,26.67%,
1/25/17,1,Propyl Propionate,10^-4,2,1,12,13.33%,
1/25/17,1,Propyl Propionate,10^-3,7,4,4,46.67%,
1/25/17,1,Propyl Propionate,10^-3,12,2,1,80.00%,
1/25/17,1,Propyl Propionate,10^-3,13,2,0,86.67%,
1/25/17,1,Propyl Propionate,10^-2,4,11,0,26.67%,
1/25/17,1,Propyl Propionate,10^-2,6,8,1,40.00%,
1/25/17,1,Propyl Propionate,10^-2,6,5,4,40.00%,
1/25/17,1,Propyl Propionate,10^-1,2,13,0,13.33%,
1/25/17,1,Propyl Propionate,10^-1,6,5,4,40.00%,
1/25/17,1,Propyl Propionate,10^-1,10,4,1,66.67%,
1/25/17,1,Propyl Propionate,1,7,5,3,46.67%,
1/25/17,1,Propyl Propionate,1,6,7,2,40.00%,
1/25/17,1,Propyl Propionate,1,5,9,1,33.33%,
1/26/17,2,Propyl Propionate,0,6,7,2,40.00%,
1/26/17,2,Propyl Propionate,0,1,2,12,6.67%,
1/26/17,2,Propyl Propionate,0,1,7,7,6.67%,
1/26/17,2,Propyl Propionate,10^-5,2,4,9,13.33%,
1/26/17,2,Propyl Propionate,10^-5,1,3,11,6.67%,
1/26/17,2,Propyl Propionate,10^-5,1,2,12,6.67%,
1/26/17,2,Propyl Propionate,10^-4,3,3,9,20.00%,
1/26/17,2,Propyl Propionate,10^-4,8,3,4,53.33%,
1/26/17,2,Propyl Propionate,10^-4,1,5,9,6.67%,
1/26/17,2,Propyl Propionate,10^-3,1,0,14,6.67%,
1/26/17,2,Propyl Propionate,10^-3,4,7,4,26.67%,
1/26/17,2,Propyl Propionate,10^-3,0,1,14,0.00%,
1/26/17,2,Propyl Propionate,10^-2,3,6,6,20.00%,
1/26/17,2,Propyl Propionate,10^-2,9,3,3,60.00%,
1/26/17,2,Propyl Propionate,10^-2,5,2,8,33.33%,
1/26/17,2,Propyl Propionate,10^-1,7,8,0,46.67%,
1/26/17,2,Propyl Propionate,10^-1,9,3,3,60.00%,
1/26/17,2,Propyl Propionate,10^-1,4,5,6,26.67%,
1/26/17,2,Propyl Propionate,1,3,6,6,20.00%,
1/26/17,2,Propyl Propionate,1,10,4,1,66.67%,
1/26/17,2,Propyl Propionate,1,3,12,0,20.00%,
1/30/17,3,Propyl Propionate,0,1,10,4,6.67%,
1/30/17,3,Propyl Propionate,0,4,11,0,26.67%,
1/30/17,3,Propyl Propionate,0,3,8,4,20.00%,
1/30/17,3,Propyl Propionate,10^-5,7,7,1,46.67%,
1/30/17,3,Propyl Propionate,10^-5,6,6,3,40.00%,
1/30/17,3,Propyl Propionate,10^-5,1,6,8,6.67%,
1/30/17,3,Propyl Propionate,10^-4,3,12,0,20.00%,
1/30/17,3,Propyl Propionate,10^-4,4,9,2,26.67%,
1/30/17,3,Propyl Propionate,10^-4,5,8,2,33.33%,
1/30/17,3,Propyl Propionate,10^-3,7,7,1,46.67%,
1/30/17,3,Propyl Propionate,10^-3,1,8,6,6.67%,
1/30/17,3,Propyl Propionate,10^-3,10,4,1,66.67%,
1/30/17,3,Propyl Propionate,10^-2,2,9,4,13.33%,
1/30/17,3,Propyl Propionate,10^-2,2,12,1,13.33%,
1/30/17,3,Propyl Propionate,10^-2,8,5,2,53.33%,
1/30/17,3,Propyl Propionate,10^-1,7,6,2,46.67%,
1/30/17,3,Propyl Propionate,10^-1,4,9,2,26.67%,
1/30/17,3,Propyl Propionate,10^-1,8,7,0,53.33%,
1/30/17,3,Propyl Propionate,1,2,13,0,13.33%,
1/30/17,3,Propyl Propionate,1,4,9,2,26.67%,
1/30/17,3,Propyl Propionate,1,2,12,1,13.33%,
2/1/17,1,Ethyl Heptanoate,0,1,4,10,6.67%,
2/1/17,1,Ethyl Heptanoate,0,0,10,5,0.00%,
2/1/17,1,Ethyl Heptanoate,0,0,3,12,0.00%,
2/1/17,1,Ethyl Heptanoate,10^-5,1,0,14,6.67%,
2/1/17,1,Ethyl Heptanoate,10^-5,2,0,13,13.33%,
2/1/17,1,Ethyl Heptanoate,10^-5,3,4,8,20.00%,
2/1/17,1,Ethyl Heptanoate,10^-4,0,0,15,0.00%,
2/1/17,1,Ethyl Heptanoate,10^-4,0,5,10,0.00%,
2/1/17,1,Ethyl Heptanoate,10^-4,1,3,11,6.67%,
2/1/17,1,Ethyl Heptanoate,10^-3,2,2,11,13.33%,
2/1/17,1,Ethyl Heptanoate,10^-3,0,8,7,0.00%,
2/1/17,1,Ethyl Heptanoate,10^-3,1,4,10,6.67%,
2/1/17,1,Ethyl Heptanoate,10^-2,2,2,11,13.33%,
2/1/17,1,Ethyl Heptanoate,10^-2,4,5,6,26.67%,
2/1/17,1,Ethyl Heptanoate,10^-2,1,6,8,6.67%,
2/1/17,1,Ethyl Heptanoate,10^-1,5,0,10,33.33%,
2/1/17,1,Ethyl Heptanoate,10^-1,3,7,5,20.00%,
2/1/17,1,Ethyl Heptanoate,10^-1,6,6,3,40.00%,
2/1/17,1,Ethyl Heptanoate,1,3,10,2,20.00%,
2/1/17,1,Ethyl Heptanoate,1,4,8,3,26.67%,
2/1/17,1,Ethyl Heptanoate,1,1,10,4,6.67%,
2/2/17,2,Ethyl Heptanoate,0,2,9,4,13.33%,
2/2/17,2,Ethyl Heptanoate,0,0,14,1,0.00%,
2/2/17,2,Ethyl Heptanoate,0,5,10,0,33.33%,
2/2/17,2,Ethyl Heptanoate,10^-5,3,11,1,20.00%,
2/2/17,2,Ethyl Heptanoate,10^-5,4,9,2,26.67%,
2/2/17,2,Ethyl Heptanoate,10^-5,2,13,0,13.33%,
2/2/17,2,Ethyl Heptanoate,10^-4,4,2,9,26.67%,
2/2/17,2,Ethyl Heptanoate,10^-4,5,3,7,33.33%,
2/2/17,2,Ethyl Heptanoate,10^-4,8,0,7,53.33%,
2/2/17,2,Ethyl Heptanoate,10^-3,2,6,7,13.33%,
2/2/17,2,Ethyl Heptanoate,10^-3,1,1,4,16.67%,
2/2/17,2,Ethyl Heptanoate,10^-3,2,10,3,13.33%,
2/2/17,2,Ethyl Heptanoate,10^-2,2,8,5,13.33%,
2/2/17,2,Ethyl Heptanoate,10^-2,1,10,4,6.67%,
2/2/17,2,Ethyl Heptanoate,10^-2,2,9,4,13.33%,
2/2/17,2,Ethyl Heptanoate,10^-1,4,10,1,26.67%,
2/2/17,2,Ethyl Heptanoate,10^-1,6,8,1,40.00%,
2/2/17,2,Ethyl Heptanoate,10^-1,4,10,1,26.67%,
2/2/17,2,Ethyl Heptanoate,1,8,7,0,53.33%,
2/2/17,2,Ethyl Heptanoate,1,6,5,4,40.00%,
2/2/17,2,Ethyl Heptanoate,1,6,5,4,40.00%,
2/7/17,3,Ethyl Heptanoate,0,0,4,11,0.00%,
2/7/17,3,Ethyl Heptanoate,0,2,13,0,13.33%,
2/7/17,3,Ethyl Heptanoate,0,0,2,13,0.00%,
2/7/17,3,Ethyl Heptanoate,10^-5,2,10,3,13.33%,
2/7/17,3,Ethyl Heptanoate,10^-5,3,11,1,20.00%,
2/7/17,3,Ethyl Heptanoate,10^-5,0,12,3,0.00%,
2/7/17,3,Ethyl Heptanoate,10^-4,0,3,12,0.00%,
2/7/17,3,Ethyl Heptanoate,10^-4,6,8,1,40.00%,
2/7/17,3,Ethyl Heptanoate,10^-4,1,13,1,6.67%,
2/7/17,3,Ethyl Heptanoate,10^-3,1,7,7,6.67%,
2/7/17,3,Ethyl Heptanoate,10^-3,1,3,11,6.67%,
2/7/17,3,Ethyl Heptanoate,10^-3,3,8,4,20.00%,
2/7/17,3,Ethyl Heptanoate,10^-2,4,7,4,26.67%,
2/7/17,3,Ethyl Heptanoate,10^-2,10,5,0,66.67%,
2/7/17,3,Ethyl Heptanoate,10^-2,4,8,3,26.67%,
2/7/17,3,Ethyl Heptanoate,10^-1,3,9,3,20.00%,
2/7/17,3,Ethyl Heptanoate,10^-1,4,11,0,26.67%,
2/7/17,3,Ethyl Heptanoate,10^-1,1,3,11,6.67%,
2/7/17,3,Ethyl Heptanoate,1,14,1,0,93.33%,
2/7/17,3,Ethyl Heptanoate,1,4,8,3,26.67%,
2/7/17,3,Ethyl Heptanoate,1,4,8,3,26.67%,
2/8/17,1,Ethyl Octanoate,0,7,5,3,46.67%,
2/8/17,1,Ethyl Octanoate,0,1,7,7,6.67%,
2/8/17,1,Ethyl Octanoate,0,0,10,5,0.00%,
2/8/17,1,Ethyl Octanoate,10^-5,1,7,7,6.67%,
2/8/17,1,Ethyl Octanoate,10^-5,3,7,5,20.00%,
2/8/17,1,Ethyl Octanoate,10^-5,3,6,6,20.00%,
2/8/17,1,Ethyl Octanoate,10^-4,4,8,3,26.67%,
2/8/17,1,Ethyl Octanoate,10^-4,3,6,6,20.00%,
2/8/17,1,Ethyl Octanoate,10^-4,5,3,7,33.33%,
2/8/17,1,Ethyl Octanoate,10^-3,2,9,4,13.33%,
2/8/17,1,Ethyl Octanoate,10^-3,3,3,9,20.00%,
2/8/17,1,Ethyl Octanoate,10^-3,4,7,4,26.67%,
2/8/17,1,Ethyl Octanoate,10^-2,3,8,4,20.00%,
2/8/17,1,Ethyl Octanoate,10^-2,7,5,3,46.67%,
2/8/17,1,Ethyl Octanoate,10^-2,6,5,4,40.00%,
2/8/17,1,Ethyl Octanoate,10^-1,3,11,1,20.00%,
2/8/17,1,Ethyl Octanoate,10^-1,3,6,6,20.00%,
2/8/17,1,Ethyl Octanoate,10^-1,0,9,6,0.00%,
2/8/17,1,Ethyl Octanoate,1,5,6,4,33.33%,
2/8/17,1,Ethyl Octanoate,1,4,9,2,26.67%,
2/8/17,1,Ethyl Octanoate,1,8,4,3,53.33%,
2/9/17,2,Ethyl Octanoate,0,0,9,6,0.00%,
2/9/17,2,Ethyl Octanoate,0,6,7,2,40.00%,
2/9/17,2,Ethyl Octanoate,0,4,5,6,26.67%,
2/9/17,2,Ethyl Octanoate,10^-5,7,7,1,46.67%,
2/9/17,2,Ethyl Octanoate,10^-5,5,8,2,33.33%,
2/9/17,2,Ethyl Octanoate,10^-5,3,10,2,20.00%,
2/9/17,2,Ethyl Octanoate,10^-4,5,7,3,33.33%,
2/9/17,2,Ethyl Octanoate,10^-4,1,12,2,6.67%,
2/9/17,2,Ethyl Octanoate,10^-4,1,13,1,6.67%,
2/9/17,2,Ethyl Octanoate,10^-3,1,12,2,6.67%,
2/9/17,2,Ethyl Octanoate,10^-3,1,11,3,6.67%,
2/9/17,2,Ethyl Octanoate,10^-3,3,11,1,20.00%,
2/9/17,2,Ethyl Octanoate,10^-2,1,14,1,6.25%,
2/9/17,2,Ethyl Octanoate,10^-2,2,13,0,13.33%,
2/9/17,2,Ethyl Octanoate,10^-2,6,1,8,40.00%,
2/9/17,2,Ethyl Octanoate,10^-1,3,11,1,20.00%,
2/9/17,2,Ethyl Octanoate,10^-1,0,14,1,0.00%,
2/9/17,2,Ethyl Octanoate,10^-1,4,8,3,26.67%,
2/9/17,2,Ethyl Octanoate,1,4,10,1,26.67%,
2/9/17,2,Ethyl Octanoate,1,5,8,2,33.33%,
2/9/17,2,Ethyl Octanoate,1,6,6,3,40.00%,
2/13/17,3,Ethyl Octanoate,0,0,4,11,0.00%,
2/13/16,3,Ethyl Octanoate,0,2,2,11,13.33%,
2/13/15,3,Ethyl Octanoate,0,0,1,14,0.00%,
2/13/14,3,Ethyl Octanoate,10^-5,0,4,11,0.00%,
2/13/13,3,Ethyl Octanoate,10^-5,2,3,10,13.33%,
2/13/12,3,Ethyl Octanoate,10^-5,0,1,14,0.00%,
2/13/11,3,Ethyl Octanoate,10^-4,2,3,10,13.33%,
2/13/10,3,Ethyl Octanoate,10^-4,2,5,8,13.33%,
2/13/09,3,Ethyl Octanoate,10^-4,0,2,13,0.00%,
2/13/08,3,Ethyl Octanoate,10^-3,3,6,6,20.00%,
2/13/07,3,Ethyl Octanoate,10^-3,3,1,11,20.00%,
2/13/06,3,Ethyl Octanoate,10^-3,0,1,14,0.00%,
2/13/05,3,Ethyl Octanoate,10^-2,7,1,7,46.67%,
2/13/04,3,Ethyl Octanoate,10^-2,1,2,12,6.67%,
2/13/03,3,Ethyl Octanoate,10^-2,1,3,11,6.67%,
2/13/02,3,Ethyl Octanoate,10^-1,2,6,7,13.33%,
2/13/01,3,Ethyl Octanoate,10^-1,1,6,8,6.67%,
2/13/00,3,Ethyl Octanoate,10^-1,3,1,11,20.00%,
2/13/99,3,Ethyl Octanoate,1,6,7,2,40.00%,
2/13/98,3,Ethyl Octanoate,1,0,12,3,0.00%,
2/13/97,3,Ethyl Octanoate,1,6,4,5,40.00%,
2/14/17,1,Butyl Formate,0,1,0,14,6.67%,
2/14/17,1,Butyl Formate,0,1,9,5,6.67%,
2/14/17,1,Butyl Formate,0,3,4,8,20.00%,
2/14/17,1,Butyl Formate,10^-5,2,2,11,13.33%,
2/14/17,1,Butyl Formate,10^-5,0,4,11,0.00%,
2/14/17,1,Butyl Formate,10^-5,2,12,1,13.33%,
2/14/17,1,Butyl Formate,10^-4,8,5,2,53.33%,
2/14/17,1,Butyl Formate,10^-4,4,7,4,26.67%,
2/14/17,1,Butyl Formate,10^-4,1,2,12,6.67%,
2/14/17,1,Butyl Formate,10^-3,0,1,14,0.00%,
2/14/17,1,Butyl Formate,10^-3,3,5,7,20.00%,
2/14/17,1,Butyl Formate,10^-3,5,3,7,33.33%,
2/14/17,1,Butyl Formate,10^-2,1,8,6,6.67%,
2/14/17,1,Butyl Formate,10^-2,2,7,6,13.33%,
2/14/17,1,Butyl Formate,10^-2,0,0,15,0.00%,
2/14/17,1,Butyl Formate,10^-1,2,10,3,13.33%,
2/14/17,1,Butyl Formate,10^-1,9,5,1,60.00%,
2/14/17,1,Butyl Formate,10^-1,2,12,1,13.33%,
2/14/17,1,Butyl Formate,1,2,12,1,13.33%,
2/14/17,1,Butyl Formate,1,2,12,1,13.33%,
2/14/17,1,Butyl Formate,1,4,11,0,26.67%,
2/16/17,2,Butyl Formate,0,0,1,14,0.00%,
2/16/17,2,Butyl Formate,0,6,7,2,40.00%,
2/16/17,2,Butyl Formate,0,3,6,6,20.00%,
2/16/17,2,Butyl Formate,10^-5,0,3,12,0.00%,
2/16/17,2,Butyl Formate,10^-5,3,5,7,20.00%,
2/16/17,2,Butyl Formate,10^-5,12,2,1,80.00%,
2/16/17,2,Butyl Formate,10^-4,6,3,6,40.00%,
2/16/17,2,Butyl Formate,10^-4,0,13,2,0.00%,
2/16/17,2,Butyl Formate,10^-4,2,11,2,13.33%,
2/16/17,2,Butyl Formate,10^-3,5,2,8,33.33%,
2/16/17,2,Butyl Formate,10^-3,1,5,9,6.67%,
2/16/17,2,Butyl Formate,10^-3,3,6,6,20.00%,
2/16/17,2,Butyl Formate,10^-2,2,8,5,13.33%,
2/16/17,2,Butyl Formate,10^-2,10,4,1,66.67%,
2/16/17,2,Butyl Formate,10^-2,3,10,2,20.00%,
2/16/17,2,Butyl Formate,10^-1,11,4,0,73.33%,
2/16/17,2,Butyl Formate,10^-1,5,6,4,33.33%,
2/16/17,2,Butyl Formate,10^-1,8,5,2,53.33%,
2/16/17,2,Butyl Formate,1,2,12,1,13.33%,
